"order_id","tahun","kuartal","bulan","nama_bulan","customer_name","segment","category","sub_category","product_name","country","region","state","city","ship_mode","sales","quantity","discount","profit"
CA-2017-110198,2017,2,5,Mei,Arthur Gainer,Consumer,Office Supplies,Labels,Avery 492,United States,South,Florida,Coral Springs,First Class,4.61,2,0.20,1.50
CA-2016-118759,2016,4,11,November,Maria Bertelson,Consumer,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",United States,East,New York,New York City,First Class,40.44,3,0.00,10.51
CA-2014-140403,2014,4,10,Oktober,Tanja Norvell,Home Office,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",United States,West,California,Manteca,Same Day,122.35,3,0.20,13.76
CA-2014-140403,2014,4,10,Oktober,Tanja Norvell,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",United States,West,California,Manteca,Same Day,15.28,2,0.00,7.49
CA-2015-163104,2015,1,3,Maret,Mike Caudle,Corporate,Office Supplies,Paper,Xerox 1974,United States,West,California,Los Angeles,Standard Class,11.96,2,0.00,5.86
CA-2017-138464,2017,3,7,Juli,Vicky Freymann,Home Office,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",United States,West,Washington,Seattle,Standard Class,15.84,3,0.00,4.91
CA-2017-138464,2017,3,7,Juli,Vicky Freymann,Home Office,Office Supplies,Binders,GBC VeloBinder Manual Binding System,United States,West,Washington,Seattle,Standard Class,86.38,3,0.20,30.23
CA-2017-138464,2017,3,7,Juli,Vicky Freymann,Home Office,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,United States,West,Washington,Seattle,Standard Class,18.24,3,0.00,6.20
CA-2017-138464,2017,3,7,Juli,Vicky Freymann,Home Office,Office Supplies,Art,Crayola Colored Pencils,United States,West,Washington,Seattle,Standard Class,13.12,4,0.00,4.33
CA-2015-104129,2015,1,2,Februari,Erin Smith,Corporate,Technology,Phones,i.Sound Portable Power - 8000 mAh,United States,East,Rhode Island,Providence,Standard Class,105.98,2,0.00,1.06
CA-2015-104129,2015,1,2,Februari,Erin Smith,Corporate,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",United States,East,Rhode Island,Providence,Standard Class,493.92,7,0.30,-28.22
US-2017-132206,2017,2,6,Juni,Michael Kennedy,Corporate,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,United States,Central,Illinois,Chicago,Standard Class,5.94,7,0.80,-8.90
CA-2017-113474,2017,1,3,Maret,Tony Molinari,Consumer,Office Supplies,Envelopes,Multimedia Mailers,United States,Central,Oklahoma,Oklahoma City,First Class,325.86,2,0.00,149.90
CA-2015-126557,2015,3,7,Juli,Rob Lucas,Consumer,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",United States,Central,Illinois,Chicago,Second Class,383.61,9,0.30,-5.48
CA-2015-126557,2015,3,7,Juli,Rob Lucas,Consumer,Technology,Phones,Geemarc AmpliPOWER60,United States,Central,Illinois,Chicago,Second Class,148.48,2,0.20,16.70
CA-2015-126557,2015,3,7,Juli,Rob Lucas,Consumer,Technology,Phones,Vtech CS6719,United States,Central,Illinois,Chicago,Second Class,537.54,7,0.20,53.75
CA-2015-126557,2015,3,7,Juli,Rob Lucas,Consumer,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,United States,Central,Illinois,Chicago,Second Class,1.93,2,0.80,-2.99
CA-2015-126557,2015,3,7,Juli,Rob Lucas,Consumer,Office Supplies,Art,Newell 32,United States,Central,Illinois,Chicago,Second Class,6.91,3,0.20,0.69
CA-2015-126557,2015,3,7,Juli,Rob Lucas,Consumer,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",United States,Central,Illinois,Chicago,Second Class,7.76,1,0.60,-2.13
CA-2015-126557,2015,3,7,Juli,Rob Lucas,Consumer,Technology,Phones,GE 2-Jack Phone Line Splitter,United States,Central,Illinois,Chicago,Second Class,659.17,4,0.20,49.44
US-2017-107636,2017,2,4,April,Neoma Murray,Consumer,Office Supplies,Labels,Avery 5,United States,East,Connecticut,Manchester,First Class,5.76,2,0.00,2.82
US-2014-165862,2014,3,7,Juli,Grace Kelly,Corporate,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,United States,West,California,Los Angeles,Standard Class,351.22,3,0.20,4.39
US-2014-106334,2014,4,12,Desember,Jeremy Farry,Consumer,Furniture,Chairs,Bevis Steel Folding Chairs,United States,West,California,San Francisco,Standard Class,230.28,3,0.20,23.03
US-2014-106334,2014,4,12,Desember,Jeremy Farry,Consumer,Office Supplies,Paper,Xerox 1927,United States,West,California,San Francisco,Standard Class,12.84,3,0.00,5.78
CA-2016-101448,2016,1,2,Februari,Eric Barreto,Consumer,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,United States,Central,Wisconsin,La Crosse,Second Class,56.82,3,0.00,28.41
CA-2015-130218,2015,1,3,Maret,Sheri Gordon,Consumer,Office Supplies,Fasteners,Staples,United States,South,South Carolina,Florence,First Class,31.56,4,0.00,14.20
CA-2015-130218,2015,1,3,Maret,Sheri Gordon,Consumer,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,United States,South,South Carolina,Florence,First Class,27.92,4,0.00,0.56
US-2017-117331,2017,4,10,Oktober,Natalie DeCherney,Consumer,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',United States,West,Arizona,Glendale,Standard Class,8.56,1,0.70,-6.56
CA-2014-127383,2014,4,12,Desember,Candace McMahon,Corporate,Office Supplies,Envelopes,Staple envelope,United States,Central,Texas,El Paso,Standard Class,49.57,2,0.20,17.97
CA-2014-110219,2014,2,5,Mei,Emily Burns,Consumer,Furniture,Chairs,"Global Task Chair, Black",United States,Central,Texas,San Antonio,First Class,127.87,3,0.30,-9.13
CA-2015-118871,2015,4,12,Desember,Harry Marie,Corporate,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,United States,West,California,Los Angeles,Second Class,271.44,3,0.00,122.15
CA-2015-118871,2015,4,12,Desember,Harry Marie,Corporate,Technology,Phones,Jensen SMPS-640 - speaker phone,United States,West,California,Los Angeles,Second Class,110.35,3,0.20,8.28
CA-2015-118871,2015,4,12,Desember,Harry Marie,Corporate,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",United States,West,California,Los Angeles,Second Class,36.40,5,0.00,13.83
CA-2017-129490,2017,3,9,September,Sanjit Jacobs,Home Office,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",United States,South,Florida,Miramar,Standard Class,419.14,4,0.20,-57.63
CA-2014-101175,2014,4,12,Desember,Dario Medina,Corporate,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,United States,West,Arizona,Mesa,Standard Class,100.70,6,0.20,-1.26
US-2017-149510,2017,4,12,Desember,Matt Collins,Consumer,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,United States,South,North Carolina,Fayetteville,Standard Class,45.22,3,0.20,4.52
US-2017-149510,2017,4,12,Desember,Matt Collins,Consumer,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",United States,South,North Carolina,Fayetteville,Standard Class,28.78,6,0.70,-21.11
US-2017-149510,2017,4,12,Desember,Matt Collins,Consumer,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",United States,South,North Carolina,Fayetteville,Standard Class,24.45,4,0.20,8.86
CA-2015-111990,2015,4,11,November,Duane Benoit,Consumer,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,United States,Central,Texas,Houston,Standard Class,10.48,6,0.80,-17.29
CA-2014-169460,2014,2,4,April,Nicole Fjeld,Home Office,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",United States,West,California,San Jose,Second Class,76.14,3,0.00,26.65
US-2015-152128,2015,2,5,Mei,Nathan Mautz,Home Office,Office Supplies,Art,SANFORD Major Accent Highlighters,United States,Central,Kansas,Wichita,Second Class,21.24,3,0.00,8.07
US-2015-152128,2015,2,5,Mei,Nathan Mautz,Home Office,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,United States,Central,Kansas,Wichita,Second Class,127.96,2,0.00,60.14
CA-2017-126662,2017,3,7,Juli,Alejandro Ballentine,Home Office,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,United States,West,California,Los Angeles,Standard Class,479.98,2,0.20,90.00
CA-2016-139395,2016,4,12,Desember,Matthew Grinstein,Home Office,Technology,Phones,Jabra SPEAK 410,United States,Central,Michigan,Jackson,Standard Class,657.93,7,0.00,184.22
CA-2016-139395,2016,4,12,Desember,Matthew Grinstein,Home Office,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,United States,Central,Michigan,Jackson,Standard Class,33.48,4,0.00,8.70
CA-2016-139395,2016,4,12,Desember,Matthew Grinstein,Home Office,Office Supplies,Art,Newell 333,United States,Central,Michigan,Jackson,Standard Class,13.90,5,0.00,3.61
CA-2016-139395,2016,4,12,Desember,Matthew Grinstein,Home Office,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,United States,Central,Michigan,Jackson,Standard Class,26.86,2,0.00,6.72
US-2014-121734,2014,2,4,April,Sanjit Engle,Consumer,Office Supplies,Binders,GBC Personal VeloBind Strips,United States,West,Idaho,Lewiston,Standard Class,9.58,1,0.20,3.35
CA-2015-110947,2015,2,6,Juni,Anthony Garverick,Home Office,Office Supplies,Binders,Vinyl Sectional Post Binders,United States,South,Virginia,Hampton,Standard Class,113.10,3,0.00,56.55
US-2014-150126,2014,3,7,Juli,Aaron Smayling,Corporate,Office Supplies,Paper,Xerox 1956,United States,East,New York,New York City,Standard Class,65.78,11,0.00,32.23
CA-2015-164427,2015,3,7,Juli,Allen Rosenblatt,Corporate,Technology,Accessories,Microsoft Sculpt Comfort Mouse,United States,South,Mississippi,Hattiesburg,Standard Class,239.70,6,0.00,105.47
CA-2016-120250,2016,3,9,September,Anne Pryor,Home Office,Furniture,Furnishings,Nu-Dell Oak Frame,United States,East,Pennsylvania,Philadelphia,First Class,25.63,3,0.20,3.84
CA-2016-121993,2016,2,6,Juni,Joy Bell-,Consumer,Office Supplies,Labels,Avery 487,United States,East,Pennsylvania,Philadelphia,First Class,23.62,8,0.20,7.97
US-2016-100405,2016,3,8,Agustus,Tom Stivers,Corporate,Office Supplies,Art,Newell Chalk Holder,United States,West,California,Los Angeles,Second Class,8.26,2,0.00,3.80
US-2017-163790,2017,4,11,November,Nancy Lomonaco,Home Office,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",United States,West,California,Danville,Second Class,76.58,7,0.00,38.29
US-2017-163790,2017,4,11,November,Nancy Lomonaco,Home Office,Office Supplies,Art,Nontoxic Chalk,United States,West,California,Danville,Second Class,8.80,5,0.00,4.22
US-2017-163790,2017,4,11,November,Nancy Lomonaco,Home Office,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,United States,West,California,Danville,Second Class,590.35,6,0.20,206.62
US-2017-163790,2017,4,11,November,Nancy Lomonaco,Home Office,Office Supplies,Fasteners,"Super Bands, 12/Pack",United States,West,California,Danville,Second Class,5.58,3,0.00,0.17
US-2017-163790,2017,4,11,November,Nancy Lomonaco,Home Office,Furniture,Furnishings,Document Clip Frames,United States,West,California,Danville,Second Class,25.02,3,0.00,10.51
US-2017-163790,2017,4,11,November,Nancy Lomonaco,Home Office,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,United States,West,California,Danville,Second Class,452.55,7,0.00,22.63
CA-2016-129868,2016,4,12,Desember,Mike Caudle,Corporate,Office Supplies,Supplies,Fiskars Home & Office Scissors,United States,West,California,Los Angeles,Standard Class,17.76,2,0.00,4.97
CA-2016-129868,2016,4,12,Desember,Mike Caudle,Corporate,Technology,Phones,Mitel 5320 IP Phone VoIP phone,United States,West,California,Los Angeles,Standard Class,302.38,2,0.20,30.24
CA-2016-129868,2016,4,12,Desember,Mike Caudle,Corporate,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",United States,West,California,Los Angeles,Standard Class,146.35,3,0.20,-5.49
CA-2016-129868,2016,4,12,Desember,Mike Caudle,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",United States,West,California,Los Angeles,Standard Class,7.90,2,0.00,2.05
CA-2016-129868,2016,4,12,Desember,Mike Caudle,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,United States,West,California,Los Angeles,Standard Class,902.71,3,0.20,33.85
CA-2016-129868,2016,4,12,Desember,Mike Caudle,Corporate,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,United States,West,California,Los Angeles,Standard Class,53.97,3,0.00,15.11
CA-2016-140564,2016,4,12,Desember,Tony Chapman,Home Office,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",United States,East,District of Columbia,Washington,Second Class,33.92,8,0.00,13.23
US-2017-169502,2017,3,8,Agustus,Matthew Grinstein,Home Office,Office Supplies,Supplies,Acme Stainless Steel Office Snips,United States,Central,Wisconsin,Milwaukee,Standard Class,21.81,3,0.00,5.89
US-2017-169502,2017,3,8,Agustus,Matthew Grinstein,Home Office,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,United States,Central,Wisconsin,Milwaukee,Standard Class,91.60,5,0.00,26.56
CA-2015-146948,2015,3,7,Juli,Michael Granlund,Home Office,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",United States,East,Maryland,Baltimore,Standard Class,150.98,1,0.00,43.78
CA-2015-146948,2015,3,7,Juli,Michael Granlund,Home Office,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",United States,East,Maryland,Baltimore,Standard Class,137.25,9,0.00,63.14
CA-2015-146948,2015,3,7,Juli,Michael Granlund,Home Office,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",United States,East,Maryland,Baltimore,Standard Class,11.52,4,0.00,5.41
US-2015-113327,2015,2,5,Mei,Ben Ferrer,Home Office,Office Supplies,Paper,Xerox 1991,United States,South,North Carolina,Jacksonville,Second Class,18.27,1,0.20,5.94
US-2015-113327,2015,2,5,Mei,Ben Ferrer,Home Office,Office Supplies,Paper,Xerox 1937,United States,South,North Carolina,Jacksonville,Second Class,153.73,4,0.20,53.80
US-2015-113327,2015,2,5,Mei,Ben Ferrer,Home Office,Office Supplies,Envelopes,Security-Tint Envelopes,United States,South,North Carolina,Jacksonville,Second Class,12.22,2,0.20,4.43
US-2015-113327,2015,2,5,Mei,Ben Ferrer,Home Office,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,United States,South,North Carolina,Jacksonville,Second Class,167.94,7,0.20,50.38
CA-2015-135020,2015,2,5,Mei,Maxwell Schwartz,Consumer,Technology,Phones,Panasonic Kx-TS550,United States,East,New York,Rochester,Standard Class,45.99,1,0.00,13.34
CA-2015-135020,2015,2,5,Mei,Maxwell Schwartz,Consumer,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",United States,East,New York,Rochester,Standard Class,535.41,3,0.00,160.62
CA-2015-135020,2015,2,5,Mei,Maxwell Schwartz,Consumer,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",United States,East,New York,Rochester,Standard Class,6.10,2,0.20,2.06
CA-2015-135020,2015,2,5,Mei,Maxwell Schwartz,Consumer,Office Supplies,Paper,Xerox 219,United States,East,New York,Rochester,Standard Class,45.36,7,0.00,21.77
US-2017-141852,2017,4,11,November,Joel Eaton,Consumer,Furniture,Furnishings,Eldon Wave Desk Accessories,United States,West,California,Oceanside,Standard Class,47.12,8,0.00,20.73
CA-2016-109407,2016,1,1,Januari,Henry Goldwyn,Corporate,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,United States,South,Mississippi,Gulfport,Second Class,31.36,4,0.00,15.68
US-2017-165953,2016,4,12,Desember,Emily Phan,Consumer,Office Supplies,Art,Newell 345,United States,South,Florida,Jacksonville,Standard Class,47.62,3,0.20,3.57
US-2017-165953,2016,4,12,Desember,Emily Phan,Consumer,Office Supplies,Paper,Things To Do Today Pad,United States,South,Florida,Jacksonville,Standard Class,23.48,5,0.20,8.22
CA-2016-144540,2016,3,9,September,Gary Hansen,Home Office,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",United States,Central,Texas,Houston,Standard Class,62.79,3,0.80,-166.39
CA-2016-144540,2016,3,9,September,Gary Hansen,Home Office,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,United States,Central,Texas,Houston,Standard Class,28.44,9,0.20,4.27
CA-2015-159863,2015,3,9,September,David Smith,Corporate,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,United States,Central,Texas,Houston,Second Class,134.38,3,0.20,6.72
CA-2015-117800,2015,3,9,September,Tracy Hopkins,Home Office,Technology,Phones,Polycom VoiceStation 500 Conference phone,United States,East,Massachusetts,Everett,Standard Class,589.90,2,0.00,147.48
CA-2015-117800,2015,3,9,September,Tracy Hopkins,Home Office,Furniture,Chairs,Global Ergonomic Managers Chair,United States,East,Massachusetts,Everett,Standard Class,542.94,3,0.00,141.16
CA-2017-145219,2017,4,12,Desember,Robert Marley,Home Office,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,United States,West,California,Los Angeles,First Class,2879.95,6,0.20,1007.98
CA-2017-145219,2017,4,12,Desember,Robert Marley,Home Office,Office Supplies,Binders,Vinyl Sectional Post Binders,United States,West,California,Los Angeles,First Class,90.48,3,0.20,33.93
CA-2015-161214,2015,4,10,Oktober,Sylvia Foulston,Corporate,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",United States,East,Delaware,Wilmington,Second Class,77.55,5,0.00,21.71
CA-2017-147228,2017,3,9,September,Sean O'Donnell,Consumer,Office Supplies,Supplies,Staple remover,United States,South,Tennessee,Columbia,Standard Class,8.83,3,0.20,-1.99
CA-2017-147228,2017,3,9,September,Sean O'Donnell,Consumer,Office Supplies,Paper,Xerox 1888,United States,South,Tennessee,Columbia,Standard Class,177.54,4,0.20,62.14
CA-2017-147228,2017,3,9,September,Sean O'Donnell,Consumer,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,United States,South,Tennessee,Columbia,Standard Class,258.48,2,0.20,-3.23
CA-2017-147228,2017,3,9,September,Sean O'Donnell,Consumer,Furniture,Furnishings,Eldon Wave Desk Accessories,United States,South,Tennessee,Columbia,Standard Class,14.14,3,0.20,4.24
CA-2016-101336,2016,4,11,November,Cyma Kinney,Corporate,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",United States,East,New York,New York City,Standard Class,77.55,5,0.00,20.16
CA-2016-101336,2016,4,11,November,Cyma Kinney,Corporate,Office Supplies,Storage,Eldon Simplefile Box Office,United States,East,New York,New York City,Standard Class,24.88,2,0.00,6.97
CA-2016-101336,2016,4,11,November,Cyma Kinney,Corporate,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",United States,East,New York,New York City,Standard Class,140.75,5,0.00,39.41
CA-2016-101336,2016,4,11,November,Cyma Kinney,Corporate,Office Supplies,Storage,Portable Personal File Box,United States,East,New York,New York City,Standard Class,36.63,3,0.00,9.89
US-2015-126235,2015,4,10,Oktober,Guy Armstrong,Consumer,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",United States,Central,Michigan,Mount Pleasant,Same Day,17.14,2,0.00,6.17
CA-2017-168396,2017,3,8,Agustus,Bruce Degenhardt,Consumer,Office Supplies,Labels,Avery 473,United States,West,California,San Francisco,Second Class,51.75,5,0.00,24.84
CA-2017-168396,2017,3,8,Agustus,Bruce Degenhardt,Consumer,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",United States,West,California,San Francisco,Second Class,123.96,3,0.00,11.16
CA-2015-130456,2015,3,8,Agustus,David Smith,Corporate,Furniture,Bookcases,Sauder Camden County Collection Library,United States,West,California,San Francisco,Standard Class,586.40,6,0.15,34.49
CA-2015-130456,2015,3,8,Agustus,David Smith,Corporate,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,United States,West,California,San Francisco,Standard Class,80.98,1,0.00,3.24
CA-2017-116288,2017,1,3,Maret,Bill Stewart,Corporate,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,United States,West,California,San Francisco,Standard Class,242.94,3,0.00,9.72
CA-2017-168228,2017,2,4,April,Arthur Prichep,Consumer,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",United States,West,California,Los Angeles,First Class,123.92,4,0.00,33.46
CA-2017-168228,2017,2,4,April,Arthur Prichep,Consumer,Office Supplies,Art,Newell Chalk Holder,United States,West,California,Los Angeles,First Class,12.39,3,0.00,5.70
CA-2017-168228,2017,2,4,April,Arthur Prichep,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,United States,West,California,Los Angeles,First Class,47.30,2,0.00,12.30
CA-2016-102162,2016,3,9,September,Jill Fjeld,Consumer,Technology,Copiers,Canon PC-428 Personal Copier,United States,South,Virginia,Newport News,Standard Class,1599.92,8,0.00,751.96
CA-2016-102162,2016,3,9,September,Jill Fjeld,Consumer,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,United States,South,Virginia,Newport News,Standard Class,11.09,1,0.00,5.43
CA-2017-130141,2017,4,10,Oktober,Helen Abelman,Consumer,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,United States,West,Colorado,Fort Collins,Second Class,3.17,4,0.70,-2.53
CA-2017-130141,2017,4,10,Oktober,Helen Abelman,Consumer,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,United States,West,Colorado,Fort Collins,Second Class,579.14,4,0.20,-28.96
CA-2015-147501,2015,3,8,Agustus,Corey-Lock,Consumer,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,United States,West,Washington,Seattle,Standard Class,6.37,2,0.20,2.15
CA-2015-147501,2015,3,8,Agustus,Corey-Lock,Consumer,Technology,Machines,Okidata C331dn Printer,United States,West,Washington,Seattle,Standard Class,558.40,2,0.20,41.88
CA-2016-143910,2016,3,8,Agustus,Becky Castell,Home Office,Furniture,Chairs,"Global Geo Office Task Chair, Gray",United States,East,New York,New York City,Standard Class,145.76,2,0.10,-8.10
CA-2014-146885,2014,2,5,Mei,Ellis Ballard,Corporate,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",United States,South,Virginia,Richmond,Standard Class,13.62,3,0.00,6.13
CA-2016-139556,2016,2,4,April,Dennis Bolton,Home Office,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,United States,East,New York,New York City,Standard Class,434.65,3,0.10,62.78
CA-2017-129357,2017,2,5,Mei,Ken Black,Corporate,Office Supplies,Paper,Xerox 1917,United States,West,Washington,Seattle,Standard Class,440.19,9,0.00,206.89
CA-2017-129357,2017,2,5,Mei,Ken Black,Corporate,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,United States,West,Washington,Seattle,Standard Class,64.40,5,0.00,1.93
CA-2017-150987,2017,2,4,April,Adrian Hane,Home Office,Office Supplies,Paper,Xerox 1891,United States,West,California,San Francisco,Standard Class,244.55,5,0.00,114.94
CA-2017-150987,2017,2,4,April,Adrian Hane,Home Office,Office Supplies,Paper,Xerox 1942,United States,West,California,San Francisco,Standard Class,195.76,4,0.00,97.88
CA-2017-132647,2017,1,2,Februari,Gary Hansen,Home Office,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",United States,East,New Jersey,Perth Amboy,Standard Class,11.76,2,0.00,5.76
CA-2017-132647,2017,1,2,Februari,Gary Hansen,Home Office,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,United States,East,New Jersey,Perth Amboy,Standard Class,166.45,5,0.00,39.95
CA-2017-159107,2017,2,6,Juni,Kean Thornton,Consumer,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",United States,West,California,San Francisco,Second Class,2.88,1,0.00,1.35
CA-2014-160738,2014,2,5,Mei,Katharine Harms,Corporate,Office Supplies,Storage,Eldon Portable Mobile Manager,United States,Central,Illinois,Freeport,Standard Class,45.25,2,0.20,3.96
CA-2015-112130,2015,2,5,Mei,Stewart Visinsky,Consumer,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",United States,East,Pennsylvania,Philadelphia,Standard Class,59.90,2,0.20,14.23
CA-2015-112130,2015,2,5,Mei,Stewart Visinsky,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",United States,East,Pennsylvania,Philadelphia,Standard Class,23.70,2,0.20,6.52
CA-2015-112130,2015,2,5,Mei,Stewart Visinsky,Consumer,Office Supplies,Paper,Xerox 1897,United States,East,Pennsylvania,Philadelphia,Standard Class,7.97,2,0.20,2.89
CA-2015-112130,2015,2,5,Mei,Stewart Visinsky,Consumer,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",United States,East,Pennsylvania,Philadelphia,Standard Class,18.20,7,0.20,2.05
CA-2015-112130,2015,2,5,Mei,Stewart Visinsky,Consumer,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,United States,East,Pennsylvania,Philadelphia,Standard Class,27.55,3,0.20,-0.34
CA-2015-112130,2015,2,5,Mei,Stewart Visinsky,Consumer,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",United States,East,Pennsylvania,Philadelphia,Standard Class,844.12,6,0.30,-36.18
CA-2015-112130,2015,2,5,Mei,Stewart Visinsky,Consumer,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,United States,East,Pennsylvania,Philadelphia,Standard Class,76.75,3,0.20,-9.59
CA-2016-111409,2016,3,9,September,Patrick O'Brill,Consumer,Office Supplies,Labels,Avery 480,United States,South,Florida,Jacksonville,Standard Class,3.00,1,0.20,1.05
CA-2016-116232,2016,3,9,September,Amy Cox,Consumer,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,United States,South,Florida,Pembroke Pines,Standard Class,7.51,9,0.70,-6.00
CA-2016-116232,2016,3,9,September,Amy Cox,Consumer,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",United States,South,Florida,Pembroke Pines,Standard Class,16.56,2,0.20,5.80
CA-2016-116547,2016,1,1,Januari,Ken Black,Corporate,Furniture,Furnishings,"24-Hour Round Wall Clock",United States,West,Washington,Seattle,Standard Class,79.92,4,0.00,34.37
CA-2016-116547,2016,1,1,Januari,Ken Black,Corporate,Technology,Accessories,Logitech Media Keyboard K200,United States,West,Washington,Seattle,Standard Class,69.98,2,0.00,13.30
US-2017-133200,2017,2,5,Mei,Dorothy Badders,Corporate,Office Supplies,Binders,Avery Durable Poly Binders,United States,Central,Texas,Fort Worth,Standard Class,11.06,10,0.80,-18.80
US-2017-133200,2017,2,5,Mei,Dorothy Badders,Corporate,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",United States,Central,Texas,Fort Worth,Standard Class,623.46,7,0.32,-119.19
